分类一	分类二	分类三	分类四	词类名	同义词	
针对性同义词*	重点词*	重点词			无法卸载
针对性同义词*	重点词*	重点词			按钮显灰
针对性同义词*	重点词*	重点词			误识别
针对性同义词*	重点词*	重点词			无反应
针对性同义词*	重点词*	重点词			不能办理
针对性同义词*	重点词*	重点词			非法字符
针对性同义词*	重点词*	重点词			段差
针对性同义词*	重点词*	重点词			恶意软件
针对性同义词*	重点词*	重点词			回声
针对性同义词*	重点词*	重点词			掉线
针对性同义词*	重点词*	重点词			不增长
针对性同义词*	重点词*	重点词			没到帐
针对性同义词*	重点词*	重点词			不生效
针对性同义词*	重点词*	重点词			电击
针对性同义词*	重点词*	重点词			陌生号码
针对性同义词*	重点词*	重点词			订单报错
针对性同义词*	重点词*	重点词			速率不快
针对性同义词*	重点词*	重点词			忘记密码
针对性同义词*	重点词*	重点词			重新进入
针对性同义词*	重点词*	重点词			无法关闭
针对性同义词*	重点词*	重点词			显灰
针对性同义词*	重点词*	重点词			网速变慢
针对性同义词*	重点词*	重点词			不提示	13
针对性同义词*	重点词*	重点词			偏色	13
针对性同义词*	重点词*	重点词			不正确	13
针对性同义词*	重点词*	重点词			旋转	13
针对性同义词*	重点词*	重点词			无法校准	13
针对性同义词*	重点词*	重点词			没有出现	13
针对性同义词*	重点词*	重点词			掉漆	13
针对性同义词*	重点词*	重点词			有差异	13
针对性同义词*	重点词*	重点词			-24 uid不一致	13
针对性同义词*	重点词*	重点词			不及时	13
针对性同义词*	重点词*	重点词			自动启动	13
针对性同义词*	重点词*	重点词			开机慢	13
针对性同义词*	重点词*	重点词			反应慢	13
针对性同义词*	重点词*	重点词			坏了	13
针对性同义词*	重点词*	重点词			有噪音	13
针对性同义词*	重点词*	重点词			音量小	13
针对性同义词*	重点词*	重点词			偏的	13
针对性同义词*	重点词*	重点词			湿手	13
针对性同义词*	重点词*	重点词			笔画太粗	13
针对性同义词*	重点词*	重点词			重叠	13
针对性同义词*	重点词*	重点词			缺货	13
针对性同义词*	重点词*	重点词			突然静音	13
针对性同义词*	重点词*	重点词			不在中间	13
针对性同义词*	重点词*	重点词			不能变小	13
针对性同义词*	重点词*	重点词			不正常	13
针对性同义词*	重点词*	重点词			贴不满	13
针对性同义词*	重点词*	重点词			没有说明书	13
针对性同义词*	重点词*	重点词			无法建立	13
针对性同义词*	重点词*	重点词			有杂音	13
针对性同义词*	重点词*	重点词			打不了电话	13
针对性同义词*	重点词*	重点词			识别不了	13
针对性同义词*	重点词*	重点词			扫描不到	13
针对性同义词*	重点词*	重点词			噪音	13
针对性同义词*	重点词*	重点词			变瘦	13
针对性同义词*	重点词*	重点词			不消失	13
针对性同义词*	重点词*	重点词			变大	13
针对性同义词*	重点词*	重点词			不断重启	13
针对性同义词*	重点词*	重点词			断网	13
针对性同义词*	重点词*	重点词			没有检测到	13
针对性同义词*	重点词*	重点词			声音重叠	13
针对性同义词*	重点词*	重点词			不闪烁	13
针对性同义词*	重点词*	重点词			无法取消	13
针对性同义词*	重点词*	重点词			下不了单	13
针对性同义词*	重点词*	重点词			掉网	13
针对性同义词*	重点词*	重点词			性能变慢	13
针对性同义词*	重点词*	重点词			不停	13
针对性同义词*	重点词*	重点词			弹出	13
针对性同义词*	重点词*	重点词			深浅不一致	13
针对性同义词*	重点词*	重点词			比较多	13
针对性同义词*	重点词*	重点词			很大噪音	13
针对性同义词*	重点词*	重点词			自动免提	13
针对性同义词*	重点词*	重点词			强制升级	13
针对性同义词*	重点词*	重点词			时间慢	13
针对性同义词*	重点词*	重点词			-3 无效的uri	13
针对性同义词*	重点词*	重点词			无图像	13
