分类一	分类二	分类三	分类四	词类名	同义词	
针对性同义词*	重点词*	相关名词			压感屏幕	h
针对性同义词*	重点词*	相关名词			压力感应	h
针对性同义词*	重点词*	相关名词			压力触控	h
针对性同义词*	重点词*	相关名词		单电		h
针对性同义词*	重点词*	相关名词			微型单反	h
针对性同义词*	重点词*	相关名词			微型单电	h
针对性同义词*	重点词*	相关名词			单电	h
针对性同义词*	重点词*	相关名词			微单	h
针对性同义词*	重点词*	相关名词		tdscdma		h
针对性同义词*	重点词*	相关名词			td scdma	h
针对性同义词*	重点词*	相关名词			td-scdma	h
针对性同义词*	重点词*	相关名词			tdscdma	h
针对性同义词*	重点词*	相关名词		耳机线		h
针对性同义词*	重点词*	相关名词			耳机线	h
针对性同义词*	重点词*	相关名词		全网通		h
针对性同义词*	重点词*	相关名词			全网通	h
针对性同义词*	重点词*	相关名词			三网通	h
针对性同义词*	重点词*	相关名词			全网	h
针对性同义词*	重点词*	相关名词			三通版	h
针对性同义词*	重点词*	相关名词			三卡通	h
针对性同义词*	重点词*	相关名词			算网通	h
针对性同义词*	重点词*	相关名词			全通	h
针对性同义词*	重点词*	相关名词		天际线		h
针对性同义词*	重点词*	相关名词			天际线	h
针对性同义词*	重点词*	相关名词		转换头		h
针对性同义词*	重点词*	相关名词			转换头	h
针对性同义词*	重点词*	相关名词			转接头	h
针对性同义词*	重点词*	相关名词		4k摄像		h
针对性同义词*	重点词*	相关名词			超高清摄像	h
针对性同义词*	重点词*	相关名词			4k摄像	h
针对性同义词*	重点词*	相关名词			4k超高清摄像	h
针对性同义词*	重点词*	相关名词		充电底座		h
针对性同义词*	重点词*	相关名词			充电座	h
针对性同义词*	重点词*	相关名词			充电底座	h
针对性同义词*	重点词*	相关名词		网孔		h
针对性同义词*	重点词*	相关名词			孔洞	h
针对性同义词*	重点词*	相关名词			网孔	h
针对性同义词*	重点词*	相关名词		充电头		h
针对性同义词*	重点词*	相关名词			充电头	h
针对性同义词*	重点词*	相关名词		电子防抖		h
针对性同义词*	重点词*	相关名词			dis	h
针对性同义词*	重点词*	相关名词			dis防抖	h
针对性同义词*	重点词*	相关名词			电子防抖	h
针对性同义词*	重点词*	相关名词		gpu		h
针对性同义词*	重点词*	相关名词			显示核心	h
针对性同义词*	重点词*	相关名词			图形处理器	h
针对性同义词*	重点词*	相关名词			gpu	h
针对性同义词*	重点词*	相关名词			显示芯片	h
针对性同义词*	重点词*	相关名词		en键		h
针对性同义词*	重点词*	相关名词		mhl		h
针对性同义词*	重点词*	相关名词			mhl	h
针对性同义词*	重点词*	相关名词			移动终端高清影音标准接口	h
针对性同义词*	重点词*	相关名词			mhi	h
针对性同义词*	重点词*	相关名词			hmi	h
针对性同义词*	重点词*	相关名词			hml	h
针对性同义词*	重点词*	其他重点词*		面壳		h
针对性同义词*	重点词*	其他重点词*			外屏	h
针对性同义词*	重点词*	其他重点词*			面盖	h
针对性同义词*	重点词*	其他重点词*			面壳	h
针对性同义词*	重点词*	其他重点词*			屏幕	h
针对性同义词*	重点词*	其他重点词*		孔距		h
针对性同义词*	重点词*	其他重点词*			孔距	h
针对性同义词*	重点词*	其他重点词*		电源板		h
针对性同义词*	重点词*	其他重点词*			电源板	h
针对性同义词*	重点词*	其他重点词*		交换机		h
针对性同义词*	重点词*	其他重点词*			交换机	h
针对性同义词*	重点词*	其他重点词*		座式		h
针对性同义词*	重点词*	其他重点词*			座式	h
针对性同义词*	重点词*	其他重点词*		快门线		h
针对性同义词*	重点词*	其他重点词*			快门线	h
针对性同义词*	重点词*	其他重点词*		集线器		h
针对性同义词*	重点词*	其他重点词*			集线器	h
针对性同义词*	重点词*	其他重点词*		无线lan适配器		h
针对性同义词*	重点词*	其他重点词*			usb无线网卡	h
针对性同义词*	重点词*	其他重点词*			lan适配器	h
针对性同义词*	重点词*	其他重点词*			无线lan适配器	h
针对性同义词*	重点词*	其他重点词*			无线适配器	h
针对性同义词*	重点词*	其他重点词*			网络适配器	h
针对性同义词*	重点词*	其他重点词*			无线网卡	h
针对性同义词*	重点词*	其他重点词*			无线网络适配器	h
针对性同义词*	重点词*	其他重点词*		红外感应		h
针对性同义词*	重点词*	其他重点词*			红外感应	h
针对性同义词*	重点词*	其他重点词*		硬盘驱动器		h
针对性同义词*	重点词*	其他重点词*			硬盘驱动器	h
针对性同义词*	重点词*	其他重点词*		光线传感器		h
针对性同义词*	重点词*	其他重点词*			光线传感器	h
针对性同义词*	重点词*	其他重点词*		单声道		h
针对性同义词*	重点词*	其他重点词*			单声道	h
针对性同义词*	重点词*	其他重点词*		闪付卡		h
针对性同义词*	重点词*	其他重点词*			闪付卡	h
针对性同义词*	重点词*	其他重点词*		u1703		h
针对性同义词*	重点词*	其他重点词*			u1703	h
针对性同义词*	重点词*	其他重点词*		内存卡		h
针对性同义词*	重点词*	其他重点词*			内荐卡	h
针对性同义词*	重点词*	其他重点词*		三脚架		h
针对性同义词*	重点词*	其他重点词*			三脚架	h
针对性同义词*	重点词*	其他重点词*			手机三脚架	h
针对性同义词*	重点词*	其他重点词*			小米手机三脚架	h
针对性同义词*	重点词*	其他重点词*		电池仓		h
针对性同义词*	重点词*	其他重点词*			电池舱	h
针对性同义词*	重点词*	其他重点词*			电池仓	h
针对性同义词*	重点词*	其他重点词*		sd卡		h
针对性同义词*	重点词*	其他重点词*			sdxc卡	h
针对性同义词*	重点词*	其他重点词*			sdxc	h
针对性同义词*	重点词*	其他重点词*			ds卡	h
针对性同义词*	重点词*	其他重点词*			sdhc	h
针对性同义词*	重点词*	其他重点词*		麦克风		h
针对性同义词*	重点词*	其他重点词*			送话器	h
针对性同义词*	重点词*	其他重点词*			话筒	h
针对性同义词*	重点词*	其他重点词*			麦	h
针对性同义词*	重点词*	其他重点词*			耳麦	h
针对性同义词*	重点词*	其他重点词*			送话	h
针对性同义词*	重点词*	其他重点词*			麦克	h
针对性同义词*	重点词*	其他重点词*			麦克风	h
针对性同义词*	重点词*	其他重点词*			微音器	h
针对性同义词*	重点词*	其他重点词*		红外增强器		h
针对性同义词*	重点词*	其他重点词*			红外增强器	h
针对性同义词*	重点词*	其他重点词*		冷屏		h
针对性同义词*	重点词*	其他重点词*			冷色屏	h
针对性同义词*	重点词*	其他重点词*			冷屏	h
针对性同义词*	重点词*	其他重点词*			冷色屏幕	h
针对性同义词*	重点词*	其他重点词*		六类网线		h
针对性同义词*	重点词*	其他重点词*			6类网线	h
针对性同义词*	重点词*	其他重点词*			六类网线	h
针对性同义词*	重点词*	其他重点词*		键盘背光		h
针对性同义词*	重点词*	其他重点词*			键盘背光	h
针对性同义词*	重点词*	其他重点词*			背光键盘	h
针对性同义词*	重点词*	其他重点词*		活塞耳机		h
针对性同义词*	重点词*	其他重点词*			米活塞耳机	h
针对性同义词*	重点词*	其他重点词*			活塞耳机	h
针对性同义词*	重点词*	其他重点词*			小米活塞耳机	h
针对性同义词*	重点词*	其他重点词*		悬浮球		h
针对性同义词*	重点词*	其他重点词*			悬浮求	h
针对性同义词*	重点词*	其他重点词*			悬乎球	h
针对性同义词*	重点词*	其他重点词*			辅助触	h
针对性同义词*	重点词*	其他重点词*			圆浮球	h
针对性同义词*	重点词*	其他重点词*			悬浮球	h
针对性同义词*	重点词*	其他重点词*			assistive touch	h
针对性同义词*	重点词*	其他重点词*			漂浮球	h
针对性同义词*	重点词*	其他重点词*		高速摄像		h
针对性同义词*	重点词*	其他重点词*			高速摄影	h
针对性同义词*	重点词*	其他重点词*			高速摄像	h
针对性同义词*	重点词*	其他重点词*		压感		h
针对性同义词*	重点词*	其他重点词*			forcetouch	h
针对性同义词*	重点词*	其他重点词*			压力	h
针对性同义词*	重点词*	其他重点词*			压强	h
针对性同义词*	重点词*	其他重点词*		触屏键		h
针对性同义词*	重点词*	其他重点词*			触屏键	h
针对性同义词*	重点词*	其他重点词*			触屏按键	h
针对性同义词*	重点词*	其他重点词*		4g卡		h
针对性同义词*	重点词*	其他重点词*			4g卡	h
针对性同义词*	重点词*	其他重点词*			4g 卡	h
针对性同义词*	重点词*	其他重点词*		便携式热点		h
针对性同义词*	重点词*	其他重点词*			便携式wlan	h
针对性同义词*	重点词*	其他重点词*			移动ap	h
针对性同义词*	重点词*	其他重点词*			便携式热点	h
针对性同义词*	重点词*	其他重点词*			便携式wifi	h
针对性同义词*	重点词*	其他重点词*		主副卡		h
针对性同义词*	重点词*	其他重点词*			主副卡	h
针对性同义词*	重点词*	其他重点词*			主、副卡	h
针对性同义词*	重点词*	其他重点词*		取卡针		h
针对性同义词*	重点词*	其他重点词*			开卡器	h
针对性同义词*	重点词*	其他重点词*			取卡器	h
针对性同义词*	重点词*	其他重点词*			卡针	h
针对性同义词*	重点词*	其他重点词*			sim卡针	h
针对性同义词*	重点词*	其他重点词*			通针	h
针对性同义词*	重点词*	其他重点词*			取卡针	h
针对性同义词*	重点词*	其他重点词*			顶针	h
针对性同义词*	重点词*	其他重点词*			针	h
针对性同义词*	重点词*	其他重点词*			卡槽针	h
针对性同义词*	重点词*	其他重点词*			捅孔针	h
针对性同义词*	重点词*	其他重点词*			去卡针	h
针对性同义词*	重点词*	其他重点词*			捅卡	h
针对性同义词*	重点词*	其他重点词*			勾针	h
针对性同义词*	重点词*	其他重点词*			捅针	h
针对性同义词*	重点词*	其他重点词*			勾卡针	h
针对性同义词*	重点词*	其他重点词*			小针	h
针对性同义词*	重点词*	配件型号		am12		h
针对性同义词*	重点词*	配件型号			引擎耳机am12	h
针对性同义词*	重点词*	配件型号			am12	h
针对性同义词*	重点词*	配件型号			引擎耳机	h
针对性同义词*	重点词*	配件型号		am09		h
针对性同义词*	重点词*	配件型号			am09s	h
针对性同义词*	重点词*	配件型号			蓝牙音箱am09	h
针对性同义词*	重点词*	配件型号			am09	h
针对性同义词*	重点词*	配件型号			nfc蓝牙免提音箱	h
针对性同义词*	重点词*	功能		其他		
针对性同义词*	重点词*	功能			sim卡	h
针对性同义词*	重点词*	功能			指纹器	h
针对性同义词*	重点词*	功能			闪光灯	h
针对性同义词*	重点词*	功能			充电器	h
针对性同义词*	重点词*	功能			指示灯	h
针对性同义词*	重点词*	功能			卡槽	h
针对性同义词*	重点词*	功能			otg	h
针对性同义词*	重点词*	功能			耳机	h
针对性同义词*	重点词*	功能			蓝牙车载	h
针对性同义词*	重点词*	功能			摄像头	h
针对性同义词*	重点词*	功能			骁龙	h
通用同义词	集合词#	集合			设备	h
针对性同义词*	重点词*	功能			贴膜	h
针对性同义词*	重点词*	重点词			亮度传感器	h
针对性同义词*	重点词*	重点词			自拍杆	h
针对性同义词*	重点词*	重点词			内存	h
针对性同义词*	重点词*	重点词			近光传感器	h
针对性同义词*	重点词*	重点词			传感器	h
针对性同义词*	重点词*	重点词			2g卡	h
针对性同义词*	重点词*	重点词			拨卡片	h
针对性同义词*	重点词*	重点词			扬声器	h
针对性同义词*	重点词*	重点词			超级快充	h
针对性同义词*	重点词*	重点词			保护套	h
针对性同义词*	重点词*	重点词			碎屏宝	h
针对性同义词*	重点词*	重点词			鼠标	h
针对性同义词*	重点词*	重点词			蓝牙设备	h
针对性同义词*	重点词*	重点词			元器件	h
针对性同义词*	重点词*	重点词			插槽	h
针对性同义词*	重点词*	重点词			电池	h
针对性同义词*	重点词*	重点词			手机壳	h
针对性同义词*	重点词*	重点词			表盘
针对性同义词*	重点词*	重点词			4g开关
针对性同义词*	重点词*	重点词			快捷开关
针对性同义词*	重点词*	重点词			sim卡塞
针对性同义词*	重点词*	重点词			usb
针对性同义词*	重点词*	重点词			联通卡
针对性同义词*	重点词*	重点词			vcard
针对性同义词*	重点词*	重点词			相机
针对性同义词*	重点词*	重点词			保护膜
针对性同义词*	重点词*	重点词			扩展坞
针对性同义词*	重点词*	重点词			back键
针对性同义词*	重点词*	重点词			电信卡
针对性同义词*	重点词*	重点词			电源键
针对性同义词*	重点词*	重点词			开关
针对性同义词*	重点词*	重点词			声卡
针对性同义词*	重点词*	重点词			音量键
针对性同义词*	重点词*	重点词			音量下键
针对性同义词*	重点词*	重点词			wifi
针对性同义词*	重点词*	重点词			电线
针对性同义词*	重点词*	重点词			网络
针对性同义词*	重点词*	重点词			插座
针对性同义词*	重点词*	重点词			存储设备
针对性同义词*	重点词*	重点词			手机卡
针对性同义词*	重点词*	重点词			交通卡
针对性同义词*	重点词*	重点词			虚拟导航键
针对性同义词*	重点词*	重点词			画面
针对性同义词*	重点词*	重点词			av线
针对性同义词*	重点词*	重点词			重力传感器
针对性同义词*	重点词*	重点词			后盖
针对性同义词*	重点词*	重点词			usb audio
针对性同义词*	重点词*	重点词			返回键
针对性同义词*	重点词*	重点词			驱动
针对性同义词*	重点词*	重点词			运行内存
针对性同义词*	重点词*	重点词			花币卡
针对性同义词*	重点词*	重点词			数据线
针对性同义词*	重点词*	重点词			白卡
针对性同义词*	重点词*	重点词			曲面屏
针对性同义词*	重点词*	重点词			喇叭
针对性同义词*	重点词*	重点词			无线中继
针对性同义词*	重点词*	重点词			ssid
针对性同义词*	重点词*	重点词			保护壳
针对性同义词*	重点词*	重点词			光圈
针对性同义词*	重点词*	重点词			外壳
针对性同义词*	重点词*	重点词			信道
针对性同义词*	重点词*	重点词			端口
针对性同义词*	重点词*	重点词			背景灯
针对性同义词*	重点词*	重点词			卡托
针对性同义词*	重点词*	重点词			双卡
针对性同义词*	重点词*	重点词			腕带
针对性同义词*	重点词*	重点词			卡
针对性同义词*	重点词*	重点词			wi-fi
针对性同义词*	重点词*	重点词			内网
针对性同义词*	重点词*	重点词			外部设备
针对性同义词*	重点词*	重点词			充电口
针对性同义词*	重点词*	重点词			听筒
针对性同义词*	重点词*	重点词			后壳
针对性同义词*	重点词*	重点词			背光
针对性同义词*	重点词*	重点词			路由
针对性同义词*	重点词*	重点词			pc
针对性同义词*	重点词*	重点词			wlan
针对性同义词*	重点词*	重点词			环境光传感器
针对性同义词*	重点词*	重点词			sma接口
针对性同义词*	重点词*	重点词			虚拟键盘
针对性同义词*	重点词*	重点词			键盘
针对性同义词*	重点词*	重点词			附件
针对性同义词*	重点词*	重点词			外沿
针对性同义词*	重点词*	重点词			wan
针对性同义词*	重点词*	重点词			后盖孔
针对性同义词*	重点词*	重点词			wap
针对性同义词*	重点词*	重点词			ppi
针对性同义词*	重点词*	重点词			ddns
针对性同义词*	重点词*	重点词			前后壳
针对性同义词*	重点词*	重点词			主动降噪耳机
针对性同义词*	重点词*	重点词			触摸屏
针对性同义词*	重点词*	重点词			快速充电器
针对性同义词*	重点词*	重点词			接口
针对性同义词*	重点词*	重点词			web
针对性同义词*	重点词*	重点词			av
针对性同义词*	重点词*	重点词			副卡
针对性同义词*	重点词*	重点词			服务器
针对性同义词*	重点词*	重点词			充电接口
针对性同义词*	重点词*	重点词			边框
针对性同义词*	重点词*	重点词			出厂贴膜
针对性同义词*	重点词*	重点词			机顶盒
针对性同义词*	重点词*	重点词			电源线
针对性同义词*	重点词*	重点词			mac地址
针对性同义词*	重点词*	重点词			fdd
针对性同义词*	重点词*	重点词			spdif接口
针对性同义词*	重点词*	重点词			车载蓝牙
针对性同义词*	重点词*	重点词			spdif线
针对性同义词*	重点词*	重点词			电池盖
针对性同义词*	重点词*	重点词			屏
针对性同义词*	重点词*	重点词			stb in 接口
针对性同义词*	重点词*	重点词			vga
针对性同义词*	重点词*	重点词			主机
针对性同义词*	重点词*	重点词			wcdma
针对性同义词*	重点词*	重点词			系统更新
针对性同义词*	重点词*	重点词			电力线
针对性同义词*	重点词*	重点词			橙灯
针对性同义词*	重点词*	重点词			天线
针对性同义词*	重点词*	重点词			挂绳
针对性同义词*	重点词*	重点词			移动卡	13
针对性同义词*	重点词*	重点词			nas	13
针对性同义词*	重点词*	重点词			电力猫	13
针对性同义词*	重点词*	重点词			配件	13
针对性同义词*	重点词*	重点词			表带	13
针对性同义词*	重点词*	重点词			扩展内存	13
针对性同义词*	重点词*	重点词			ram	13
