分类一	分类二	分类三	分类四	词类名	同义词	
针对性同义词*	重点词*	手机型号			ATE7	
针对性同义词*	重点词*	手机型号			华为 HUAWEI ASCEND MATE7	
针对性同义词*	重点词*	手机型号			MT7-TL10	
针对性同义词*	重点词*	手机型号			MATE 7	
针对性同义词*	重点词*	手机型号			ATE 7	
针对性同义词*	重点词*	手机型号			美特7	
针对性同义词*	重点词*	手机型号		华为P9		
针对性同义词*	重点词*	手机型号			华为P9	
针对性同义词*	重点词*	手机型号			华为,P9	
针对性同义词*	重点词*	手机型号			华为9	
针对性同义词*	重点词*	手机型号			P9全网通	
针对性同义词*	重点词*	手机型号			EVA-AL00	
针对性同义词*	重点词*	手机型号			EVA-DL00	
针对性同义词*	重点词*	手机型号			EVA-CL00	
针对性同义词*	重点词*	手机型号			HUAWEIP9	
针对性同义词*	重点词*	手机型号			EVA-L09	
针对性同义词*	重点词*	手机型号			P9	
针对性同义词*	重点词*	手机型号			EVA-TL00	
针对性同义词*	重点词*	手机型号			EVA-AL10	
针对性同义词*	重点词*	手机型号			EVA-L29	
针对性同义词*	重点词*	手机型号			EVA-L19	
针对性同义词*	重点词*	手机型号		MT2L02		
针对性同义词*	重点词*	手机型号			MT2-L02	
针对性同义词*	重点词*	手机型号			MT2L02	
针对性同义词*	重点词*	手机型号		荣耀5X		
针对性同义词*	重点词*	手机型号			荣耀5X	
针对性同义词*	重点词*	手机型号			KIW-CL00	
针对性同义词*	重点词*	手机型号			KIW-AL10	
针对性同义词*	重点词*	手机型号			5×	
针对性同义词*	重点词*	手机型号			荣耀畅玩5X	
针对性同义词*	重点词*	手机型号			5X	
针对性同义词*	重点词*	手机型号			KIW-TL00H	
针对性同义词*	重点词*	手机型号			畅玩5X	
针对性同义词*	重点词*	手机型号			荣耀5X畅玩版	
针对性同义词*	重点词*	手机型号			5X畅玩版	
针对性同义词*	重点词*	手机型号		荣耀7		
针对性同义词*	重点词*	手机型号			荣耀七	
针对性同义词*	重点词*	手机型号			荣耀妻	
针对性同义词*	重点词*	手机型号			HONOR7	
针对性同义词*	重点词*	手机型号			PLK-AL10	
针对性同义词*	重点词*	手机型号			PLK-UL00	
针对性同义词*	重点词*	手机型号			PLK-TL01H	
针对性同义词*	重点词*	手机型号			华为荣耀7	
针对性同义词*	重点词*	手机型号			PLANK	
针对性同义词*	重点词*	手机型号			荣耀7	
针对性同义词*	重点词*	手机型号			荣耀小七	
针对性同义词*	重点词*	手机型号			7	
针对性同义词*	重点词*	手机型号			PLK-CL00	
针对性同义词*	重点词*	手机型号			PLK-TL00	
针对性同义词*	重点词*	手机型号			荣耀小7	
针对性同义词*	重点词*	手机型号		荣耀4C		
针对性同义词*	重点词*	手机型号			畅玩4C	
针对性同义词*	重点词*	手机型号			CHERRYMINI	
针对性同义词*	重点词*	手机型号			华为荣耀畅玩4C	
针对性同义词*	重点词*	手机型号			荣耀畅玩4C	
针对性同义词*	重点词*	手机型号			CHM-UL00	
针对性同义词*	重点词*	手机型号			CHM-TL00H	
针对性同义词*	重点词*	手机型号			CHM-TL00	
针对性同义词*	重点词*	手机型号			CHM-U01	
针对性同义词*	重点词*	手机型号			荣耀4C	
针对性同义词*	重点词*	手机型号			华为荣耀4C	
针对性同义词*	重点词*	手机型号			4C	
针对性同义词*	重点词*	手机型号			华为畅玩4C	
针对性同义词*	重点词*	手机型号			华为4C	
针对性同义词*	重点词*	手机型号		A199		
针对性同义词*	重点词*	手机型号			麦芒A199	
针对性同义词*	重点词*	手机型号			A199	
针对性同义词*	重点词*	手机型号			华为A199	
针对性同义词*	重点词*	手机型号			G710	
针对性同义词*	重点词*	手机型号		麦芒B199		
针对性同义词*	重点词*	手机型号			B199	
针对性同义词*	重点词*	手机型号			HUAWEIB199	
针对性同义词*	重点词*	手机型号			华为麦芒B199	
针对性同义词*	重点词*	手机型号			麦芒B199	
针对性同义词*	重点词*	手机型号			G750C00	
针对性同义词*	重点词*	手机型号			HUAWEI G750-C00	
针对性同义词*	重点词*	手机型号			G750-C00	
针对性同义词*	重点词*	手机型号			麦芒2	
针对性同义词*	重点词*	手机型号		G7		
针对性同义词*	重点词*	手机型号			G7	
针对性同义词*	重点词*	手机型号			华为G7UL20	
针对性同义词*	重点词*	手机型号			HUAWEIASCENDG7	
针对性同义词*	重点词*	手机型号			华为G7	
针对性同义词*	重点词*	手机型号			华为HUAWEIASCENDG7	
针对性同义词*	重点词*	手机型号		G7双4G版		
针对性同义词*	重点词*	手机型号			ASCENDG7双4G版	
针对性同义词*	重点词*	手机型号			G7移动联通双4G	
针对性同义词*	重点词*	手机型号			华为HUAWEIASCENDG7移动联通双4G版	
针对性同义词*	重点词*	手机型号			G7移动联通双4G版	
针对性同义词*	重点词*	手机型号			G7双4G	
针对性同义词*	重点词*	手机型号			G7双4G版	
针对性同义词*	重点词*	手机型号		4X电信B269		
针对性同义词*	重点词*	手机型号			畅玩4X电信B269版本	
针对性同义词*	重点词*	手机型号			4X电信B269版本	
针对性同义词*	重点词*	手机型号			4X电信B269	
针对性同义词*	重点词*	手机型号			荣耀畅玩4X电信版B269版本	
针对性同义词*	重点词*	手机型号			4X电信版B269	
针对性同义词*	重点词*	手机型号			荣耀畅玩4X电信B269版本	
针对性同义词*	重点词*	手机型号		GEM 703L		
针对性同义词*	重点词*	手机型号			GEM 703L	
针对性同义词*	重点词*	手机型号			GEM-703L	
针对性同义词*	重点词*	手机型号		荣耀畅玩4移动版		
针对性同义词*	重点词*	手机型号			荣耀畅玩4移动版	
针对性同义词*	重点词*	手机型号			G628-TL00	
针对性同义词*	重点词*	手机型号			G621TL00	
针对性同义词*	重点词*	手机型号		荣耀畅玩4联通版		
针对性同义词*	重点词*	手机型号			G620SUL00	
针对性同义词*	重点词*	手机型号			荣耀畅玩4联通版	
针对性同义词*	重点词*	手机型号		荣耀畅玩4渠道版		
针对性同义词*	重点词*	手机型号			荣耀畅玩4渠道版	
针对性同义词*	重点词*	手机型号			G621TL00M	
针对性同义词*	重点词*	手机型号		C5070		
针对性同义词*	重点词*	手机型号			C5070	
针对性同义词*	重点词*	手机型号		G610C		
针对性同义词*	重点词*	手机型号			G610C	
针对性同义词*	重点词*	手机型号		G610S		
针对性同义词*	重点词*	手机型号			华为G610S	
针对性同义词*	重点词*	手机型号			G610S	
针对性同义词*	重点词*	手机型号		MATE9		
针对性同义词*	重点词*	手机型号			妹9	
针对性同义词*	重点词*	手机型号			魅九	
针对性同义词*	重点词*	手机型号			美特9	
针对性同义词*	重点词*	手机型号			美9	
针对性同义词*	重点词*	手机型号			魅9	
针对性同义词*	重点词*	手机型号			MAT9	
针对性同义词*	重点词*	手机型号			METE9	
针对性同义词*	重点词*	手机型号			美腿9	
针对性同义词*	重点词*	手机型号			MEAT 9	
针对性同义词*	重点词*	手机型号			华为MATE9	
针对性同义词*	重点词*	手机型号			META 9	
针对性同义词*	重点词*	手机型号			MAET9	
针对性同义词*	重点词*	手机型号			M9	
针对性同义词*	重点词*	手机型号			HUAWEI MATE 9	
针对性同义词*	重点词*	手机型号			mamte9	
针对性同义词*	重点词*	手机型号			MT9	
针对性同义词*	重点词*	手机型号			MAET 9	
针对性同义词*	重点词*	手机型号			美特九	
针对性同义词*	重点词*	手机型号			MATE9	
针对性同义词*	重点词*	手机型号			META9	
针对性同义词*	重点词*	手机型号			MATA9	
针对性同义词*	重点词*	手机型号			MATE 9	
针对性同义词*	重点词*	手机型号			妹九	
针对性同义词*	重点词*	手机型号		麦芒5		
针对性同义词*	重点词*	手机型号			麦芒5	
针对性同义词*	重点词*	手机型号			麦芒五	
针对性同义词*	重点词*	手机型号			MLA-AL10	
针对性同义词*	重点词*	手机型号			MLA-AL00	
针对性同义词*	重点词*	手机型号			华为麦芒5全网通	
针对性同义词*	重点词*	手机型号			MILAN	
针对性同义词*	重点词*	手机型号			MLA	
针对性同义词*	重点词*	手机型号			华为麦芒5	
针对性同义词*	重点词*	手机型号		荣耀8		
针对性同义词*	重点词*	手机型号			小8	
针对性同义词*	重点词*	手机型号			荣耀8	
针对性同义词*	重点词*	手机型号			荣耀八	
针对性同义词*	重点词*	手机型号			荣誉8	
针对性同义词*	重点词*	手机型号			华为荣耀8	
针对性同义词*	重点词*	手机型号			FRD-AL00	
针对性同义词*	重点词*	手机型号			FRD-DL00	
针对性同义词*	重点词*	手机型号			FRD-AL00A	
针对性同义词*	重点词*	手机型号			FRD	
针对性同义词*	重点词*	手机型号			荣耀小八	
针对性同义词*	重点词*	手机型号			FRD-AL10	
针对性同义词*	重点词*	手机型号			荣耀捌	
针对性同义词*	重点词*	手机型号			荣耀小8	
针对性同义词*	重点词*	手机型号			HONOR8	
针对性同义词*	重点词*	手机型号		华为荣耀V8		
针对性同义词*	重点词*	手机型号			Ⅴ8	
针对性同义词*	重点词*	手机型号			KNT-AL20	
针对性同义词*	重点词*	手机型号			荣耀 V8	
针对性同义词*	重点词*	手机型号			KNT-AL10	
针对性同义词*	重点词*	手机型号			荣耀V8全网通高配版	
针对性同义词*	重点词*	手机型号			荣耀V8移动定制版	
针对性同义词*	重点词*	手机型号			荣耀V8移动联通版	
针对性同义词*	重点词*	手机型号			V8	
针对性同义词*	重点词*	手机型号			KNT-UL10	
针对性同义词*	重点词*	手机型号			KNT-TL10	
针对性同义词*	重点词*	手机型号			荣耀V8全网通低配版	
针对性同义词*	重点词*	手机型号			荣耀V8	
针对性同义词*	重点词*	手机型号			华为荣耀v8	
针对性同义词*	重点词*	手机型号		NEXUS 6P		
针对性同义词*	重点词*	手机型号			NEXUS 6P	
针对性同义词*	重点词*	手机型号		荣耀MAGIC		
针对性同义词*	重点词*	手机型号			NTSAL00	
针对性同义词*	重点词*	手机型号			MAGIC	
针对性同义词*	重点词*	手机型号			华为荣耀MAGIC	
针对性同义词*	重点词*	手机型号			NTS-AL00	
针对性同义词*	重点词*	手机型号			荣耀MAGIC	
针对性同义词*	重点词*	手机型号			NATASHA	
针对性同义词*	重点词*	手机型号			NTS AL00	
针对性同义词*	重点词*	手机型号			HONNOR MAGIC	
针对性同义词*	重点词*	手机型号		荣耀V9		
针对性同义词*	重点词*	手机型号			HUAWEI荣耀V9	
针对性同义词*	重点词*	手机型号			华为荣耀V9	
针对性同义词*	重点词*	手机型号			华为 荣耀V9	
针对性同义词*	重点词*	手机型号			华为 荣耀 V9	
针对性同义词*	重点词*	手机型号			荣耀V9	
针对性同义词*	重点词*	手机型号			HUAWEI 荣耀V9	
针对性同义词*	重点词*	手机型号			华为V9	
针对性同义词*	重点词*	手机型号			HONOR V9	
针对性同义词*	重点词*	手机型号			华为 V9	
针对性同义词*	重点词*	手机型号			HUAWEI 荣耀 V9	
针对性同义词*	重点词*	手机型号			V9	
针对性同义词*	重点词*	手机型号			荣耀 V9	
针对性同义词*	重点词*	手机型号		G9PLUS		
针对性同义词*	重点词*	手机型号			G9 PLUS	
针对性同义词*	重点词*	手机型号			G9PLUS	
针对性同义词*	重点词*	手机型号		NOVA		
针对性同义词*	重点词*	手机型号			NOVA全网通版	
针对性同义词*	重点词*	手机型号			华为NOVE	
针对性同义词*	重点词*	手机型号			HUAWEI CAZ-AL10	
针对性同义词*	重点词*	手机型号			HUAWEI NOVA 4GB+64GB	
针对性同义词*	重点词*	手机型号			NOVA 全网通版	
针对性同义词*	重点词*	手机型号			NOVA移动版	
针对性同义词*	重点词*	手机型号			nove	
针对性同义词*	重点词*	手机型号			HUAWEI NOVA 全网通高配版	
针对性同义词*	重点词*	手机型号			华为NOVA	
针对性同义词*	重点词*	手机型号			HUAWEI NOVA 移动版	
针对性同义词*	重点词*	手机型号			NOVA 移动版	
针对性同义词*	重点词*	手机型号			HUAWEI NOVA移动版	
针对性同义词*	重点词*	手机型号			HUAWEI NOVA 全网通标配版	
针对性同义词*	重点词*	手机型号			NOVA	
针对性同义词*	重点词*	手机型号			HUAWEI NOVA 3GB+32GB	
针对性同义词*	重点词*	手机型号			HUAWEI NOVA	
针对性同义词*	重点词*	手机型号			华为 NOVA	
针对性同义词*	重点词*	手机型号		畅享6		
针对性同义词*	重点词*	手机型号			NCE AL00	
针对性同义词*	重点词*	手机型号			NICE-AL10	
针对性同义词*	重点词*	手机型号			NCE-TL00	
针对性同义词*	重点词*	手机型号			NICE-AL00	
针对性同义词*	重点词*	手机型号			NCE-AL10	
针对性同义词*	重点词*	手机型号			NCEAL00	
针对性同义词*	重点词*	手机型号			NCE AL10	
针对性同义词*	重点词*	手机型号			畅想6	
针对性同义词*	重点词*	手机型号			NCE TL00	
针对性同义词*	重点词*	手机型号			畅享6	
针对性同义词*	重点词*	手机型号			NCETL00	
针对性同义词*	重点词*	手机型号			NCEAL10	
针对性同义词*	重点词*	手机型号			畅享 6	
针对性同义词*	重点词*	手机型号			NCE-AL00	
针对性同义词*	重点词*	手机型号			NICE-TL10	
针对性同义词*	重点词*	手机型号		华为X2		
针对性同义词*	重点词*	手机型号			X2	
针对性同义词*	重点词*	手机型号			荣耀X2	
针对性同义词*	重点词*	手机型号			华为荣耀X2	
针对性同义词*	重点词*	手机型号			HUAWEIMEDIAPADX2	
针对性同义词*	重点词*	手机型号			华为X2	
针对性同义词*	重点词*	手机型号			MEDIAPADX2	
针对性同义词*	重点词*	手机型号		G629-UL00		
针对性同义词*	重点词*	手机型号			G629-UL00	
针对性同义词*	重点词*	手机型号		MATE9PRO		
针对性同义词*	重点词*	手机型号			MATE PRO	
针对性同义词*	重点词*	手机型号			PRO9	
针对性同义词*	重点词*	手机型号			MATE9 PRO	
针对性同义词*	重点词*	手机型号			LONAL00	
针对性同义词*	重点词*	手机型号			9PRO	
针对性同义词*	重点词*	手机型号			LON AL00	
针对性同义词*	重点词*	手机型号			HUAWEI MATE 9 PRO	
针对性同义词*	重点词*	手机型号			MATE9PRO	
针对性同义词*	重点词*	手机型号			LON-AL00	
针对性同义词*	重点词*	手机型号			9 PRO	
针对性同义词*	重点词*	手机型号			MATE 9 PRO	
针对性同义词*	重点词*	手机型号		荣耀畅玩5		
针对性同义词*	重点词*	手机型号			荣耀畅玩5	
针对性同义词*	重点词*	手机型号			畅玩5	
针对性同义词*	重点词*	手机型号			畅玩荣耀5	
针对性同义词*	重点词*	手机型号			荣耀5	
针对性同义词*	重点词*	手机型号			畅玩五	
针对性同义词*	重点词*	手机型号		荣耀畅玩5A		
针对性同义词*	重点词*	手机型号			CAM-TL00H	
针对性同义词*	重点词*	手机型号			CAM-AL00	
针对性同义词*	重点词*	手机型号			CAM-TL00	
针对性同义词*	重点词*	手机型号			畅玩5A	
针对性同义词*	重点词*	手机型号			荣耀畅玩5A	
针对性同义词*	重点词*	手机型号			CAM-UL00	
针对性同义词*	重点词*	手机型号			荣耀5A	
针对性同义词*	重点词*	手机型号			5A	
针对性同义词*	重点词*	手机型号		华为Y320-T00		
针对性同义词*	重点词*	手机型号			Y320-T00	
针对性同义词*	重点词*	手机型号			华为Y320-T00	
针对性同义词*	重点词*	手机型号			Y320	
针对性同义词*	重点词*	手机型号		ASCEND G330		
针对性同义词*	重点词*	手机型号			ASCEND G330	
针对性同义词*	重点词*	手机型号			ASCENDG330	
针对性同义词*	重点词*	手机型号			C8825D	
针对性同义词*	重点词*	手机型号			G330	
针对性同义词*	重点词*	手机型号		Y516		
针对性同义词*	重点词*	手机型号			Y516-T00	
针对性同义词*	重点词*	手机型号			Y516(Y516-T00)	
针对性同义词*	重点词*	手机型号			Y516	
针对性同义词*	重点词*	手机型号			Y516 T00	
针对性同义词*	重点词*	手机型号		畅享6S		
针对性同义词*	重点词*	手机型号			华为畅享6S	
针对性同义词*	重点词*	手机型号			DIEGO AL00	
针对性同义词*	重点词*	手机型号			DIEGO-AL00	
针对性同义词*	重点词*	手机型号			DIEGO-TL10	
针对性同义词*	重点词*	手机型号			DIEGO TL10	
针对性同义词*	重点词*	手机型号			畅享6S	
针对性同义词*	重点词*	手机型号			畅想6S	
针对性同义词*	重点词*	手机型号			DIEGOAL00	
针对性同义词*	重点词*	手机型号			DIEGOTL10	
针对性同义词*	重点词*	手机型号		华为Y321-COO		
针对性同义词*	重点词*	手机型号			Y321-COO	
针对性同义词*	重点词*	手机型号			华为Y321-COO	
针对性同义词*	重点词*	手机型号		荣耀8青春版		
针对性同义词*	重点词*	手机型号			华为荣耀8 青春版	
针对性同义词*	重点词*	手机型号			华为 荣耀 8青春版	
针对性同义词*	重点词*	手机型号			华为 荣耀8青春版	
针对性同义词*	重点词*	手机型号			HUAWEI 荣耀8 青春版	
针对性同义词*	重点词*	手机型号			荣耀 8青春版	
针对性同义词*	重点词*	手机型号			HUAWEI 荣耀8青春版	
针对性同义词*	重点词*	手机型号			华为荣耀 8青春版	
针对性同义词*	重点词*	手机型号			华为 荣耀 8 青春版	
针对性同义词*	重点词*	手机型号			HUAWEI荣耀8青春版	
针对性同义词*	重点词*	手机型号			荣耀8 青春版	
针对性同义词*	重点词*	手机型号			华为荣耀8青春版	
针对性同义词*	重点词*	手机型号			HUAWEI荣耀8 青春版	
针对性同义词*	重点词*	手机型号			华为 荣耀8 青春版	
针对性同义词*	重点词*	手机型号			荣耀8青春版	
针对性同义词*	重点词*	手机型号			华为荣耀 8 青春版	
针对性同义词*	重点词*	手机型号			荣耀 8 青春版	
针对性同义词*	重点词*	手机型号			HONOR8青春版	
针对性同义词*	重点词*	手机型号			HUAWEI 荣耀 8青春版	
针对性同义词*	重点词*	手机型号			HONOR8 青春版	
针对性同义词*	重点词*	手机型号			HUAWEI 荣耀 8 青春版	
针对性同义词*	重点词*	手机型号			HONOR 8青春版	
针对性同义词*	重点词*	手机型号			HUAWEI荣耀 8青春版	
针对性同义词*	重点词*	手机型号			HONOR 8 青春版	
针对性同义词*	重点词*	手机型号			HUAWEI荣耀 8 青春版	
针对性同义词*	重点词*	手机型号		华为P10		
针对性同义词*	重点词*	手机型号			P10	
针对性同义词*	重点词*	手机型号			HUAWEIP10	
针对性同义词*	重点词*	手机型号			VTR-TL00	
针对性同义词*	重点词*	手机型号			华为 HUAWEI P10	
针对性同义词*	重点词*	手机型号			华为 P10	
针对性同义词*	重点词*	手机型号			华为HUAWEI P10	
针对性同义词*	重点词*	手机型号			华为P10	
针对性同义词*	重点词*	手机型号			VICTORIA-AL00C	
针对性同义词*	重点词*	手机型号			VICTORIA	
针对性同义词*	重点词*	手机型号			VTR-AL00	
针对性同义词*	重点词*	手机型号			HUAWEI P10	
针对性同义词*	重点词*	手机型号			VICTORIA-AL00B	
针对性同义词*	重点词*	手机型号		P10 PLUS		
针对性同义词*	重点词*	手机型号			VICKY-AL00AA	
针对性同义词*	重点词*	手机型号			HUAWEIP10 PLUS	
针对性同义词*	重点词*	手机型号			P10P	
针对性同义词*	重点词*	手机型号			华为 P10 PLUS	
针对性同义词*	重点词*	手机型号			P10+	
针对性同义词*	重点词*	手机型号			华为P10 PLUS	
针对性同义词*	重点词*	手机型号			VICKY-AL00B	
针对性同义词*	重点词*	手机型号			P10PLUS	
针对性同义词*	重点词*	手机型号			VICKY-TL00A	
针对性同义词*	重点词*	手机型号			p10-plus	
针对性同义词*	重点词*	手机型号			VKY-TL00	
针对性同义词*	重点词*	手机型号			VICKY	
针对性同义词*	重点词*	手机型号			P10 P	
针对性同义词*	重点词*	手机型号			P10 PLUS	
针对性同义词*	重点词*	手机型号			VICKY-AL00C	
针对性同义词*	重点词*	手机型号			VKY-AL00	
针对性同义词*	重点词*	手机型号			p10puls	
针对性同义词*	重点词*	手机型号			p10 puls	
针对性同义词*	重点词*	手机型号			HUAWEI P10 PLUS	
针对性同义词*	重点词*	手机型号		C8813Q		
针对性同义词*	重点词*	手机型号			8813Q	
针对性同义词*	重点词*	手机型号			C8813Q	
针对性同义词*	重点词*	手机型号		P9 PLUS		
针对性同义词*	重点词*	手机型号			HUAWEI P9 PLUS	
针对性同义词*	重点词*	手机型号			VIE-AL10C	
针对性同义词*	重点词*	手机型号			VIE-AL10B	
针对性同义词*	重点词*	手机型号			P9PLUS	
针对性同义词*	重点词*	手机型号			P9 PLUS	
针对性同义词*	重点词*	手机型号			9 PLUS	
针对性同义词*	重点词*	手机型号			Ｐ９ PLUS	
针对性同义词*	重点词*	手机型号		荣耀畅玩5加		
针对性同义词*	重点词*	手机型号			畅玩5+	
针对性同义词*	重点词*	手机型号			荣耀畅玩5+	
针对性同义词*	重点词*	手机型号			荣耀畅玩5加	
针对性同义词*	重点词*	手机型号		NOVA 2		
针对性同义词*	重点词*	手机型号			Picasso-AL00	
针对性同义词*	重点词*	手机型号			HUAWEI NOVA 2	
针对性同义词*	重点词*	手机型号			Picasso-TL00	
针对性同义词*	重点词*	手机型号			华为NOVA2	
针对性同义词*	重点词*	手机型号			HUAWEI NOVA2	
针对性同义词*	重点词*	手机型号			华为NOVA 2	
针对性同义词*	重点词*	手机型号			NOVA 2代	
针对性同义词*	重点词*	手机型号			nova2	
针对性同义词*	重点词*	手机型号			NOVA2代	
针对性同义词*	重点词*	手机型号			NOVA 2	
通用同义词	集合词#	集合		手机品牌		
通用同义词	集合词#	集合			mate7	
通用同义词	集合词#	集合			TOSHIBA	
通用同义词	集合词#	集合			红米	
通用同义词	集合词#	集合			荣辉	
通用同义词	集合词#	集合			SONY	
通用同义词	集合词#	集合			DELL	
通用同义词	集合词#	集合			PALM	
通用同义词	集合词#	集合			HISENSE	
通用同义词	集合词#	集合			索尼爱立信	
通用同义词	集合词#	集合			佳域	
通用同义词	集合词#	集合			HUWEI	
通用同义词	集合词#	集合			PHILIPS	
通用同义词	集合词#	集合			波导	
通用同义词	集合词#	集合			HYUNDAI	
通用同义词	集合词#	集合			朵唯	
通用同义词	集合词#	集合			ALCATEL	
通用同义词	集合词#	集合			华唐	
通用同义词	集合词#	集合			多普达	
通用同义词	集合词#	集合			苹果	
通用同义词	集合词#	集合			小米	
通用同义词	集合词#	集合			小辣椒	
通用同义词	集合词#	集合			现代	
通用同义词	集合词#	集合			手机牌子	
通用同义词	集合词#	集合			酷派	
通用同义词	集合词#	集合			天语	
通用同义词	集合词#	集合			HP	
通用同义词	集合词#	集合			黑莓	
通用同义词	集合词#	集合			VIV0	
通用同义词	集合词#	集合			KONKA	
通用同义词	集合词#	集合			OPP	
通用同义词	集合词#	集合			SAMSUNG	
通用同义词	集合词#	集合			MEIZU	
通用同义词	集合词#	集合			手机品牌	
通用同义词	集合词#	集合			联想	
通用同义词	集合词#	集合			ACER	
通用同义词	集合词#	集合			VERTU	
通用同义词	集合词#	集合			东芝	
通用同义词	集合词#	集合			魅族	
通用同义词	集合词#	集合			夏普	
通用同义词	集合词#	集合			MOTOROLA	
通用同义词	集合词#	集合			ZTE	
通用同义词	集合词#	集合			纽曼	
通用同义词	集合词#	集合			康拜恩	
通用同义词	集合词#	集合			ZTC	
通用同义词	集合词#	集合			SHARP	
通用同义词	集合词#	集合			北斗小辣椒	
通用同义词	集合词#	集合			博迪	
通用同义词	集合词#	集合			苹果手机	
通用同义词	集合词#	集合			富士通	
通用同义词	集合词#	集合			酷比	
通用同义词	集合词#	集合			飞利浦	
通用同义词	集合词#	集合			格力	
通用同义词	集合词#	集合			FUJITSU	
通用同义词	集合词#	集合			三星	
通用同义词	集合词#	集合			诺基亚	
通用同义词	集合词#	集合			SONYERICSSON	
通用同义词	集合词#	集合			0PP0	
通用同义词	集合词#	集合			欧柏	
通用同义词	集合词#	集合			惠普	
通用同义词	集合词#	集合			海尔	
通用同义词	集合词#	集合			COOLPAD	
通用同义词	集合词#	集合			康佳	
通用同义词	集合词#	集合			阿尔卡特	
通用同义词	集合词#	集合			海信	
通用同义词	集合词#	集合			万利达	
通用同义词	集合词#	集合			GOOGLE	
通用同义词	集合词#	集合			NEC	
通用同义词	集合词#	集合			戴尔	
通用同义词	集合词#	集合			长虹	
通用同义词	集合词#	集合			宏基	
通用同义词	集合词#	集合			VIVO	
通用同义词	集合词#	集合			GIONEE	
通用同义词	集合词#	集合			谷歌	
通用同义词	集合词#	集合			NOKIA	
通用同义词	集合词#	集合			HAIER	
通用同义词	集合词#	集合			华硕	
通用同义词	集合词#	集合			HTC	
通用同义词	集合词#	集合			京瓷	
通用同义词	集合词#	集合			SONY ERICSSON	
通用同义词	集合词#	集合			美图	
通用同义词	集合词#	集合			POOV	
通用同义词	集合词#	集合			索爱	
通用同义词	集合词#	集合			BIRD	
通用同义词	集合词#	集合			K TOUCH	
通用同义词	集合词#	集合			LENOVO	
通用同义词	集合词#	集合			中兴	
通用同义词	集合词#	集合			摩托罗拉	
通用同义词	集合词#	集合			BLACKBERRY	
通用同义词	集合词#	集合			索尼	
通用同义词	集合词#	集合			NEWSMY	
通用同义词	集合词#	集合			KYOCERA	
通用同义词	集合词#	集合			IPHONE	
通用同义词	集合词#	集合			TCL	
通用同义词	集合词#	集合			LG	
通用同义词	集合词#	集合			K-TOUCH	
通用同义词	集合词#	集合			0PP	
通用同义词	集合词#	集合			KOOBEE	
通用同义词	集合词#	集合			锤子	
通用同义词	集合词#	集合			MOTO X	
通用同义词	集合词#	集合			金立	
通用同义词	集合词#	集合			DOPOD	
通用同义词	集合词#	集合			KTOUCH	
通用同义词	集合词#	集合			OPPO	
通用同义词	集合词#	集合		其他品牌机型集合		
通用同义词	集合词#	集合			P0P01105	
通用同义词	集合词#	集合			EBESTU5581	
通用同义词	集合词#	集合			A7	
通用同义词	集合词#	集合			R8207	
通用同义词	集合词#	集合			NOTE5	
通用同义词	集合词#	集合			R7007	
通用同义词	集合词#	集合			S880I	
通用同义词	集合词#	集合			邦华V11	
通用同义词	集合词#	集合			SC02F1	
通用同义词	集合词#	集合			7005	
通用同义词	集合词#	集合			R7005	
通用同义词	集合词#	集合			GALAXYA5	
通用同义词	集合词#	集合			NOTE4	
通用同义词	集合词#	集合			X9007	
通用同义词	集合词#	集合			R3	
通用同义词	集合词#	集合			METAL	
通用同义词	集合词#	集合			红米2A	
通用同义词	集合词#	集合			小米4C	
通用同义词	集合词#	集合			酷比H3	
通用同义词	集合词#	集合			3005	
通用同义词	集合词#	集合			1105	
通用同义词	集合词#	集合			A8	
通用同义词	集合词#	集合			R1C	
通用同义词	集合词#	集合			A31T	
通用同义词	集合词#	集合			3007	
通用同义词	集合词#	集合			6S	
通用同义词	集合词#	集合			R3移动版	
通用同义词	集合词#	集合			R7PLUSM	
通用同义词	集合词#	集合			S5	
通用同义词	集合词#	集合			NOTE2	
通用同义词	集合词#	集合			R7S	
通用同义词	集合词#	集合			7007	
通用同义词	集合词#	集合			S3PLUS	
通用同义词	集合词#	集合			IPHONE6	
通用同义词	集合词#	集合			HTCE9	
通用同义词	集合词#	集合			A51	
通用同义词	集合词#	集合			OPPOR831S	
通用同义词	集合词#	集合			小米3	
通用同义词	集合词#	集合			R3电信版	
通用同义词	集合词#	集合			6607	
通用同义词	集合词#	集合			R7PLUS	
通用同义词	集合词#	集合			NOTE3	
通用同义词	集合词#	集合			酷比S3	
通用同义词	集合词#	集合			U3	
通用同义词	集合词#	集合			虹米极速7	
通用同义词	集合词#	集合			M5	
通用同义词	集合词#	集合			R7C	
通用同义词	集合词#	集合			金立F303	
通用同义词	集合词#	集合			POOERR7	
通用同义词	集合词#	集合			G3518	
通用同义词	集合词#	集合			NR5	
通用同义词	集合词#	集合			1107	
通用同义词	集合词#	集合			苹果6	
通用同义词	集合词#	集合			华为6S	
通用同义词	集合词#	集合			大神X7	
通用同义词	集合词#	集合			MX4	
通用同义词	集合词#	集合			小辣椒4	
通用同义词	集合词#	集合			7620L	
通用同义词	集合词#	集合			乐视超级手机	
通用同义词	集合词#	集合			R8205	
通用同义词	集合词#	集合			魅蓝NOTE	
通用同义词	集合词#	集合			9007	
通用同义词	集合词#	集合			米3	
通用同义词	集合词#	集合			HUWEIMT7-TL10	
通用同义词	集合词#	集合			魅族MX5	
通用同义词	集合词#	集合			8971尊享版	
